brand,model,year_of_manufacture,listing_count
HYUNDAI,SANTRO,2005,1
HYUNDAI,SANTRO XP,2005,1
HYUNDAI,SONATA,1999,1
HYUNDAI,SONATA,2012,1
HYUNDAI,SONATA,2013,1
HYUNDAI,SONATA GL5,1990,1
HYUNDAI,SONATA H MATIC,2002,1
HYUNDAI,MATRIX GL,2001,1
HYUNDAI,SONATA H MATIC,2005,1
HYUNDAI,SONATA H-MATIC,2001,1
HYUNDAI,SONATA XG30 SPECIAL LIMITED,2004,1
HYUNDAI,STELLAR,1984,1
HYUNDAI,STELLAR,1987,1
HYUNDAI,TRAJET,2021,1
HYUNDAI,ZIP PLUS,2003,1
HYUNDAI,MATRIX GLS,2001,1
HYUNDAI,MATRIX,2003,1
ISUZU,GEMINI,1986,1
HYUNDAI,EON MAGNA PLUS,2014,1
HYUNDAI,ELANTRA,2013,1
HYUNDAI,ELANTRA,2014,1
HYUNDAI,ELANTRA GLS,2001,1
HYUNDAI,ELANTRA XD,2004,1
HYUNDAI,EON,2014,1
HYUNDAI,EON,2018,1
HYUNDAI,EON MAGNA,2015,1
HYUNDAI,EXCEL,1993,1
HYUNDAI,HYUNDAI,1993,1
HYUNDAI,EXCEL,1999,1
HYUNDAI,GETZ,2003,1
HYUNDAI,GETZ,2006,1
HYUNDAI,GRAND I10,2017,1
HYUNDAI,GRAND I10,2018,1
HYUNDAI,HMATIC,2002,1
HYUNDAI,HYUNDAI,1992,1
ISUZU,ASKA,1984,1
ISUZU,GEMINI JT600,1987,1
LEXUS,NX 300H,2015,1
KIA,RIO RS,2007,1
KIA,PRIDE,1999,1
KIA,RIO,2005,1
KIA,RIO,2007,1
KIA,RIO,2009,1
KIA,RIO,2021,1
KIA,RIO LS,2001,1
KIA,RIO LX,2004,1
KIA,SEPHIA,1999,1
KIA,PICANTO,2012,1
KIA,SHEPHIA,2002,1
KIA,SPARTA,2004,1
KIA,SPECTRA 16M,2002,1
KIA,SPECTRA GLS,2001,1
LAND-ROVER,DEFENDER 110,2006,1
LEXUS,CT200H,2012,1
LEXUS,HS250,2013,1
KIA,PICANTO SPORT,2016,1
KIA,PICANTO,2011,1
ISUZU,JT 641,1992,1
KIA,CARENS,2000,1
ISUZU,JT600 GEMINI,1989,1
JAC,T9 4X4,2024,1
JAGUAR,S TYPE,2004,1
JAGUAR,X TYPE,2003,1
JAGUAR,X TYPE,2008,1
JEEP,AMERICAN WILLYS,1962,1
JONWAY,A380,2012,1
KIA,CARENS,2001,1
KIA,PICANTO,2006,1
KIA,CERATO,2005,1
KIA,KIA,2005,1
KIA,MENTOR JAPAN,2000,1
KIA,MENTOR JAPAN,2001,1
KIA,MENTOR SPECTRA,2001,1
KIA,OPTIMA,2011,1
KIA,PICANTO,2004,1
MERCEDES-BENZ,C180,2008,1
MERCEDES-BENZ,C180,2016,1
MITSUBISHI,COLT,2004,1
MICRO,MARK 2,2014,1
MG,6,2014,1
MG,MG6,2014,1
MICRO,AMBASSADOR,2003,1
MICRO,BAIC D20 SEDAN,2018,1
MICRO,BAIC X25,2018,1
MICRO,EMGRAND EC7,2015,1
MICRO,GEELY,2009,1
MICRO,MICRO,2012,1
MERCEDES-BENZ,WDB201,1985,1
MICRO,MX7,2007,1
MICRO,MX7 MARK 2,2015,1
MICRO,PANDA,2000,1
MICRO,PANDA 1.0,2013,1
MICRO,PANDA 1.0,2017,1
MICRO,PANDA CROSS,2018,1
MICRO,PANDA CROSS KT,2012,1
MG,4 TROPHY,2023,1
MERCEDES-BENZ,W211 E240,2002,1
MICRO,PANDA L C1.0,2014,1
MERCEDES-BENZ,W202 C180 ELEGANCE,1996,1
MERCEDES-BENZ,W 126 S CLASS 280 S,1989,1
MERCEDES-BENZ,W115,1975,1
MERCEDES-BENZ,W115,1979,1
MERCEDES-BENZ,W123,1978,1
MERCEDES-BENZ,W123,1979,1
MERCEDES-BENZ,W123,1982,1
MERCEDES-BENZ,W202,1997,1
MERCEDES-BENZ,W202 C200 AMG SPORT,1994,1
MERCEDES-BENZ,W211,2004,1
MERCEDES-BENZ,W202 C220,1995,1
MERCEDES-BENZ,W203,2001,1
MERCEDES-BENZ,W203 C180 ELEGANCE,2002,1
MERCEDES-BENZ,W203 C220 CDI,2001,1
MERCEDES-BENZ,W205,2015,1
MERCEDES-BENZ,W210 E 320,1998,1
MERCEDES-BENZ,W210 E240,1999,1
MICRO,PANDA L,2016,1
MICRO,PANDA LC,2012,1
MERCEDES-BENZ,W 124 AMG,1989,1
MITSUBISHI,C12,1990,1
MINI,MORISS,1965,1
MINI,MORRIS COOPER,1969,1
MITSUBISHI,4DR5 J24,1980,1
MITSUBISHI,ATTRAGE,2016,1
MITSUBISHI,C12,1984,1
MITSUBISHI,C12,1986,1
MITSUBISHI,C12,1987,1
MITSUBISHI,C12 HATCHBACK,1985,1
MINI,COOPER SPORT TWIN TURBO,2019,1
MITSUBISHI,C12V,1985,1
MITSUBISHI,CB2,1994,1
MITSUBISHI,CB8,1992,1
MITSUBISHI,CK2,1996,1
MITSUBISHI,CK2A,1999,1
MITSUBISHI,COLT,1969,1
MITSUBISHI,COLT,1979,1
MINI,MINER,1968,1
MINI,COOPER S TURBO,2007,1
MICRO,PANDA LC 1.0,2012,1
MICRO,VOLEEX C10,2013,1
MICRO,PANDA LC 1.0,2017,1
MICRO,PANDA LG,2016,1
MICRO,PANDA SPORTS,2018,1
MICRO,PRIVILEGE,2004,1
MICRO,TREND,2006,1
MICRO,TREND,2008,1
MICRO,TREND,2013,1
MICRO,X25,2018,1
MINI,COOPER,1999,1
MINI,COOPER,1965,1
MINI,COOPER,1967,1
MINI,COOPER,1969,1
MINI,COOPER,1988,1
MINI,COOPER,1990,1
MINI,COOPER,1997,1
MINI,COOPER,1998,1
MERCEDES-BENZ,W 126,1989,1
MERCEDES-BENZ,SLK200,2013,1
MERCEDES-BENZ,C180 AMG LINE,2017,1
MERCEDES-BENZ,C220D,2012,1
MERCEDES-BENZ,C200 PREMIUM PLUS,2019,1
MERCEDES-BENZ,C200 PREMIUM PLUS,2020,1
MERCEDES-BENZ,C200 W 203,2002,1
MERCEDES-BENZ,C220,2012,1
MERCEDES-BENZ,C220,2013,1
MERCEDES-BENZ,C220 CDI W204,2013,1
MERCEDES-BENZ,C220 ELEGANCE,1994,1
MERCEDES-BENZ,C300,2014,1
MERCEDES-BENZ,C200 COUPE SPORT,2001,1
MERCEDES-BENZ,C350,2016,1
MERCEDES-BENZ,C350E,2016,1
MERCEDES-BENZ,C350E PREMIUM SPORT PLUS,2016,1
MERCEDES-BENZ,CLA 180 AMG,2017,1
MERCEDES-BENZ,CLA 180 AMG PREMIUM,2019,1
MERCEDES-BENZ,CLA 200,2019,1
MERCEDES-BENZ,CLA 200 AMG,2015,1
MERCEDES-BENZ,C200 PREMIUM PLUS,2018,1
MERCEDES-BENZ,C200 AVANTGARDE,2007,1
MERCEDES-BENZ,CLA 200 AMG PREMIUM,2014,1
MERCEDES-BENZ,C200,2006,1
MERCEDES-BENZ,C180 BLUEEFFICIENCY,2011,1
MERCEDES-BENZ,C180 COMPASSURE,2011,1
MERCEDES-BENZ,C180 LIMOUSINE,2016,1
MERCEDES-BENZ,C180 M271 REG,2009,1
MERCEDES-BENZ,C180 W203,2002,1
MERCEDES-BENZ,C180AMG,2010,1
MERCEDES-BENZ,C200,2001,1
MERCEDES-BENZ,C200,2008,1
MERCEDES-BENZ,C200 AMG PREMIUM PLUS,2020,1
MERCEDES-BENZ,C200,2020,1
MERCEDES-BENZ,C200 AMG,2015,1
MERCEDES-BENZ,C200 AMG,2018,1
MERCEDES-BENZ,C200 AMG CABRIOLET,2016,1
MERCEDES-BENZ,C200 AMG PREMIUM,2018,1
MERCEDES-BENZ,C200 AMG PREMIUM PLUS,2018,1
MERCEDES-BENZ,C200 AMG PREMIUM PLUS,2019,1
MERCEDES-BENZ,CLA 200 AMG EDITION,2014,1
MERCEDES-BENZ,E200,1988,1
MERCEDES-BENZ,SLK 200,2015,1
MERCEDES-BENZ,ELEGANCE,2010,1
MERCEDES-BENZ,E300 BLUETEC,2015,1
MERCEDES-BENZ,E300 BLUETEC AMG,2013,1
MERCEDES-BENZ,E300 BLUETECH-HYBRID,2015,1
MERCEDES-BENZ,E300 BLUTEC,2015,1
MERCEDES-BENZ,E350 AMG PREMIUM PLUS,2017,1
MERCEDES-BENZ,E350E,2017,1
MERCEDES-BENZ,E350E,2018,1
MERCEDES-BENZ,S320,2001,1
MERCEDES-BENZ,E250,1998,1
MERCEDES-BENZ,S320 LWB,2004,1
MERCEDES-BENZ,S350,2004,1
MERCEDES-BENZ,S350,2005,1
MERCEDES-BENZ,S350,2011,1
MERCEDES-BENZ,S350 W220,2004,1
MERCEDES-BENZ,S400 LONG WHEEL BASE,2015,1
MERCEDES-BENZ,SEL300,1988,1
MERCEDES-BENZ,E300 AMG,2014,1
MERCEDES-BENZ,E240 ELEGANCE,2003,1
MERCEDES-BENZ,E200,1998,1
MERCEDES-BENZ,E200 W 212,2010,1
MERCEDES-BENZ,E200,2003,1
MERCEDES-BENZ,E200,2013,1
MERCEDES-BENZ,E200,2016,1
MERCEDES-BENZ,E200,2017,1
MERCEDES-BENZ,E200 AVANTGARDE,2010,1
MERCEDES-BENZ,E200 KOMPRESSOR,2002,1
MERCEDES-BENZ,E200 PREMIUM,2015,1
MERCEDES-BENZ,E200 W210,1997,1
MERCEDES-BENZ,E240 AMG,2004,1
MERCEDES-BENZ,E200 W212,2010,1
MERCEDES-BENZ,E220,2013,1
MERCEDES-BENZ,E220,2015,1
MERCEDES-BENZ,E220 CDI,2006,1
MERCEDES-BENZ,E220 CDI,2017,1
MERCEDES-BENZ,E230,2008,1
MERCEDES-BENZ,E240,2003,1
HYUNDAI,ELANTRA,2010,1
HYUNDAI,ELANTRA,2009,1
HYUNDAI,ELANTRA,2002,1
DAEWOO,NUBIRA,2002,1
DAEWOO,LANOS,2002,1
DAEWOO,LEGANZA,2000,1
DAEWOO,LEGANZA,2002,1
DAEWOO,MATIZ,1999,1
DAEWOO,MATIZ,2001,1
DAEWOO,NUBIRA,1999,1
DAEWOO,NUBIRA,2000,1
DAEWOO,RACER,1994,1
DAEWOO,ESPERO GLXI KOREA,2001,1
DAEWOO,RACER,1995,1
DAEWOO,RACER GTI SPORT,1994,1
DAIHATSU,BOOM,2004,1
DAIHATSU,CHARADE,1991,1
DAIHATSU,CHARADE,1996,1
DAIHATSU,CHARADE,2006,1
DAIHATSU,CHARADE G100,1991,1
DAEWOO,KALOS,2003,1
DAEWOO,DAEWOO,1996,1
DAIHATSU,CHARADE G200S,1997,1
CHEVROLET,CRUZE GM,2003,1
CHERY,CHERY,2015,1
CHERY,QQ,2017,1
CHERY,QQ 308,2006,1
CHERY,QQ 308,2011,1
CHEVROLET,AVEO,2007,1
CHEVROLET,AVEO UVA LT,2007,1
CHEVROLET,BEAT,2011,1
CHEVROLET,CRUZE GM,2004,1
DAEWOO,DAEWOO,1987,1
CHEVROLET,CRUZE GM LIMITED,2004,1
CHEVROLET,CRUZE JAPAN GM SPORT,2004,1
CHEVROLET,SPORT,2012,1
CHEVROLET,UVA AVEO LT,2007,1
CHEVROLET,UVA HACHBACK,2008,1
CITROEN,E-C4,2024,1
DAEWOO,CIELO,1996,1
DAIHATSU,CHARADE G11,1985,1
DAIHATSU,CHARMANT,1985,1
BMW,MINI COORPER,2015,1
DATSUN,B110,1972,1
DAIHATSU,MOVE,2011,1
DAIHATSU,MOVE,2017,1
DAIHATSU,MOVE JAPAN,2017,1
DAIHATSU,SPORT,1987,1
DAIHATSU,TANK,2019,1
DAIHATSU,TANTO,2017,1
DAIHATSU,YRV,2003,1
DATSUN,B2 10,1979,1
DAIHATSU,MIRA JAPAN,2003,1
DATSUN,B310,1980,1
FIAT,127,1979,1
FIAT,127,1980,1
FIAT,128,1977,1
FIAT,BRAVO,2004,1
FIAT,LINEA,2012,1
FIAT,LINEA,2016,1
DAIHATSU,MOVE,2006,1
DAIHATSU,MIRA GINO SPECIAL EDITION,2001,1
DAIHATSU,COPEN,2015,1
DAIHATSU,MINI HUMMER,2009,1
DAIHATSU,COPEN X PLAY,2015,1
DAIHATSU,CUORE,1991,1
DAIHATSU,CUORE,1994,1
DAIHATSU,CUOREMIRA,1997,1
DAIHATSU,DAIHATSU,1982,1
DAIHATSU,G101S,1994,1
DAIHATSU,JAPAN,1996,1
DAIHATSU,MIRA,1987,1
DAIHATSU,MIRA ES SAFETY,2018,1
DAIHATSU,MIRA,1994,1
DAIHATSU,MIRA,1996,1
DAIHATSU,MIRA,2002,1
DAIHATSU,MIRA,2004,1
DAIHATSU,MIRA,2019,1
DAIHATSU,MIRA,2024,1
DAIHATSU,MIRA ES,2018,1
BYD,SEAL,2024,1
BMW,MINI COOPER S,2007,1
HYUNDAI,COUPE,2000,1
AUSTIN,MINI COOPER,1960,1
AUDI,A6 S LINE,2016,1
AUDI,A6 T1.8,2004,1
AUDI,A6 TFSI,2017,1
AUDI,Q4,2024,1
AUSTIN,CAMBRIDGE,1960,1
AUSTIN,COOPER S,1998,1
AUSTIN,MINI,1960,1
AUSTIN,MINI COOPER,1970,1
AUDI,A6,2012,1
AUSTIN,MINI COOPER,1995,1
AUSTIN,MORRIS MINI COOPER,1961,1
BMW,116I,2013,1
BMW,316I,2014,1
BMW,316I E30,1990,1
BMW,316I SPORTS,2015,1
BMW,318I,2017,1
AUDI,A6 S LINE,2010,1
AUDI,A6,2011,1
BMW,318I LUXURY LINE,2018,1
AUDI,A4,2019,1
AUDI,A1 RS,2016,1
AUDI,A3 S-LINE,2018,1
AUDI,A3 TFSI,2018,1
AUDI,A4,1999,1
AUDI,A4,2001,1
AUDI,A4,2003,1
AUDI,A4,2016,1
AUDI,A4 1.9 TDI,2001,1
AUDI,A6,2003,1
AUDI,A4 B8,2011,1
AUDI,A4 RS4 CONVERSION,2012,1
AUDI,A4 S LINE,2010,1
AUDI,A4 S LINE,2016,1
AUDI,A5,2014,1
AUDI,A5,2018,1
AUDI,A6,2001,1
BMW,318I,2018,1
BMW,318I M SPORT AUSTRALIAN,2018,1
BMW,MINI COOPER,2020,1
BMW,E46 318I,2002,1
BMW,740LE M SPORT,2016,1
BMW,DE90,2011,1
BMW,E 30,1988,1
BMW,E 36 318I,1993,1
BMW,E30 316I,1991,1
BMW,E34,1990,1
BMW,E39,2002,1
BMW,E46 320D,2000,1
BMW,730IL,2011,1
BMW,E60 530I,2004,1
BMW,G30 530I,2017,1
BMW,I8 COUPE,2018,1
BMW,LUXURY LINE,2017,1
BMW,M SPORT,2018,1
BMW,M2351,2014,1
BMW,M5 4400,2012,1
BMW,730L ACTIVEHYBRID 7,2014,1
BMW,730 LI,2006,1
BMW,318I M SPORT SHADOW,2018,1
BMW,430I GRAN COUPE,2017,1
BMW,318I MSPORT,2017,1
BMW,318I SHADOW EDITION,2018,1
BMW,320D,2000,1
BMW,320D SPORTS,2013,1
BMW,320I E90,2006,1
BMW,320I E90,2010,1
BMW,420D,2015,1
BMW,520,2012,1
BMW,535I,2011,1
BMW,520D,2015,1
BMW,520D 3 OPTION,2013,1
BMW,520D M SPORT,2015,1
BMW,520D MSPORT,2012,1
BMW,520I,2005,1
BMW,525 E,1974,1
BMW,530I M SPORT,2017,1
FIAT,LINEA G,2011,1
FIAT,PUNTO,2004,1
FIAT,PUNTO,2008,1
HONDA,FIT GP5 L GRADE SAFETY EDITION,2014,1
HONDA,FIT GP1 SHES GOLD BATCH,2012,1
HONDA,FIT GP4 RS MUGAN,2015,1
HONDA,FIT GP5,2018,1
HONDA,FIT GP5,2024,1
HONDA,FIT GP5 F GRADE,2015,1
HONDA,FIT GP5 G GRADE,2015,1
HONDA,FIT GP5 L,2013,1
HONDA,FIT GP5 L SENSING,2017,1
HONDA,FIT GP1 10TH ANNIVERSARY,2011,1
HONDA,FIT GP5 S GRADE SAFETYPACK,2015,1
HONDA,FIT GP5 S GREAT SAFETY,2015,1
HONDA,FIT GP5 S SAFETY,2013,1
HONDA,FIT GP5 S SAFETY,2015,1
HONDA,FIT GP5 SAFETY,2015,1
HONDA,FIT GP5 SENSING,2018,1
HONDA,FIT GP5S GRADE,2014,1
HONDA,FIT GP1 NAVI PREMIUM,2010,1
HONDA,FIT GE6,2010,1
HONDA,FIT S GRADE,2016,1
HONDA,FD1,2007,1
HONDA,CIVIC SEDAN 1.6 JAPAN,2016,1
HONDA,CIVIC SR VTEC CVT,2017,1
HONDA,CIVIC TECH PACK UK,2018,1
HONDA,CIVIC TECHPACK,2019,1
HONDA,DEA-GJ1,2007,1
HONDA,DELSOL,1992,1
HONDA,ES1,2002,1
HONDA,FD3,2008,1
HONDA,FIT GE 6,2009,1
HONDA,FIT,2007,1
HONDA,FIT,2011,1
HONDA,FIT ARIA,2006,1
HONDA,FIT ARIA GD 9,2008,1
HONDA,FIT ARIA GD8,2003,1
HONDA,FIT GD1,2005,1
HONDA,FIT GD1,2008,1
HONDA,FIT GPS,2013,1
HONDA,FIT SHUTTLE GP2,2012,1
FIAT,PUNTO SX,1998,1
HYUNDAI,ACCENT,2011,1
HONDA,S660 ALPHA,2016,1
HONDA,SHUTTLE GB7,2015,1
HONDA,SHUTTLE GP7,2015,1
HONDA,SPIKE GP2,2012,1
HONDA,STARLET 90 LIMITED,1996,1
HONDA,VTEC 4A,2001,1
HYUNDAI,ACCENT,2005,1
HYUNDAI,ACCENT,2012,1
HONDA,N-BOX,2016,1
HYUNDAI,ACCENT,2015,1
HYUNDAI,ACCENT GEAR,2000,1
HYUNDAI,ACCENT GLM,2000,1
HYUNDAI,ACCENT GLS,2001,1
HYUNDAI,ACCENT GLS,2007,1
HYUNDAI,ACCENT JAPAN,2007,1
HYUNDAI,ATOS,2002,1
HONDA,NBOX,2015,1
HONDA,N BOX CUSTOM TURBO,2018,1
HONDA,FIT SHUTTLE GP7,2015,1
HONDA,HONDA,1988,1
HONDA,FIT SHUTTLE GP7,2017,1
HONDA,GRACE,2018,1
HONDA,GRACE EX GRADE,2014,1
HONDA,GRACE EX SAFETY,2015,1
HONDA,GRACE LX,2016,1
HONDA,GRACE RS,2018,1
HONDA,GRAND CIVIC EF2,1991,1
HONDA,HONDA,2010,1
HONDA,N BOX CUSTOM TURBO,2016,1
HONDA,INSIGHT ZE 2,2011,1
HONDA,INSIGHT ZE 3,2011,1
HONDA,INSIGHT ZE2,2012,1
HONDA,JADE,2015,1
HONDA,JADE PREMIUM,2015,1
HONDA,LOGO,1999,1
HONDA,N BOX,2016,1
HONDA,CIVIC SEDAN,2020,1
HONDA,CIVIC MUGEN KIT,2018,1
HONDA,CIVIC LIMITED EDITION,1985,1
FORD,LASER GL SEDAN,1991,1
FORD,LASER BF GHIA,1986,1
FORD,LASER BG3,1991,1
FORD,LASER GHIA,1986,1
FORD,LASER GHIA,1987,1
FORD,LASER GHIA,1996,1
FORD,LASER GL,1982,1
FORD,LASER GL,1989,1
FOTON,PROTON SAGA,2009,1
FORD,LASER BF,1988,1
FOTON,PROTON SAGA,2011,1
FOTON,SAGA,2011,1
HONDA,ACCORD,1991,1
HONDA,ACCORD,1999,1
HONDA,ACCORD,2003,1
HONDA,ACCORD CD 3,1997,1
HONDA,ACCORD CF3 EURO,1999,1
FORD,LASER BF GHIA,1985,1
FORD,LASER,1998,1
HONDA,CIVIC FK6,2017,1
FORD,FOCUS MK3,2012,1
FIAT,TEMPRA EFI,1999,1
FIAT,UNO,1988,1
FIAT,UNO 60,1987,1
FORD,FESTIVA,1994,1
FORD,FESTIVA,1995,1
FORD,FESTIVA,1997,1
FORD,FOCUS,2011,1
FORD,FOCUS ST,2017,1
FORD,LASER,1994,1
FORD,FOCUS TITANIUM,2015,1
FORD,FORD,1998,1
FORD,FORD,2001,1
FORD,LASER,1984,1
FORD,LASER,1988,1
FORD,LASER,1991,1
FORD,LASER,1992,1
HONDA,ACCORD CF9 EX,2002,1
HONDA,ACCORD CL7,2007,1
HONDA,ACCORD EX PREMIUM,2013,1
HONDA,CIVIC EX,2017,1
HONDA,CIVIC ES08,2004,1
HONDA,CIVIC ES1,2004,1
HONDA,CIVIC ES5,2003,1
HONDA,CIVIC ES5 VTEC,2003,1
HONDA,CIVIC ES8,2003,1
HONDA,CIVIC ES8,2005,1
HONDA,CIVIC ES8,2006,1
HONDA,CIVIC EX,2019,1
HONDA,ACCORD I-VTEC,1999,1
HONDA,CIVIC EX TECH PACK,2017,1
HONDA,CIVIC EX TECH PACK,2020,1
HONDA,CIVIC FB1,2012,1
HONDA,CIVIC FD1 TYPE S,2007,1
HONDA,CIVIC FD1S,2006,1
HONDA,CIVIC FD4,2007,1
HONDA,CIVIC FD4,2008,1
HONDA,CIVIC EK3 VTEC VIRS,2000,1
HONDA,CIVIC EK3,1995,1
HONDA,CIVIC EK,1999,1
HONDA,CIVIC EG8,1991,1
HONDA,ACCORD I-VTEC,2009,1
HONDA,ACCORD IVTEC,2009,1
HONDA,ARIA GD8,2008,1
HONDA,CF9,2003,1
HONDA,CITY,1998,1
HONDA,CITY,1999,1
HONDA,CITY,2002,1
HONDA,CITY,2005,1
HONDA,CITY GD 8,2003,1
HONDA,CITY V-TEC,2000,1
HONDA,CITY VTEC,2000,1
HONDA,CIVIC,1989,1
HONDA,CIVIC,1995,1
HONDA,CIVIC,2004,1
HONDA,CIVIC EFI VTEC,1992,1
MITSUBISHI,COLT,1980,1
MITSUBISHI,COLT,2007,1
SUZUKI,MARUTI 800,2001,1
NISSAN,SUNNY N17 SUPER SALOON,2007,1
NISSAN,SUNNY FB15 SUPER SALOON,1999,1
NISSAN,SUNNY FB15 SUPER SALOON,2003,1
NISSAN,SUNNY HB11,1985,1
NISSAN,SUNNY HB11 E15,1984,1
NISSAN,SUNNY HB12,1989,1
NISSAN,SUNNY N17,2008,1
NISSAN,SUNNY N17 SUPER SALOON,2005,1
NISSAN,SUNNY N17 SUPER SALOON,2011,1
NISSAN,SUNNY FB15,2006,1
NISSAN,SUNNY SB 12,1989,1
NISSAN,SUNNY SB14,1998,1
NISSAN,SUNNY SB14 EX SALOON,1998,1
NISSAN,SUNNY SUPER SALOON,2004,1
NISSAN,SUNNY SUPER SALOON,2008,1
NISSAN,SUNNY SUPER SALOON,2011,1
NISSAN,SUNNY VB11,1985,1
NISSAN,SUNNY FB15 EX SALOON,2000,1
NISSAN,SUNNY FB15,2003,1
NISSAN,SUPER SALOON,1994,1
NISSAN,SUNNY FB12,1986,1
NISSAN,SUNNY B15,1999,1
NISSAN,SUNNY B15,2001,1
NISSAN,SUNNY B211,1977,1
NISSAN,SUNNY B211,1978,1
NISSAN,SUNNY B310,1994,1
NISSAN,SUNNY EX SALOON,1999,1
NISSAN,SUNNY EX SALOON N16,2001,1
NISSAN,SUNNY FB12,1987,1
NISSAN,SUNNY FB14 SUPER SALOON,1998,1
NISSAN,SUNNY FB13,1992,1
NISSAN,SUNNY FB13,1994,1
NISSAN,SUNNY FB13 ANNIVERSARY,1993,1
NISSAN,SUNNY FB14,1995,1
NISSAN,SUNNY FB14,1998,1
NISSAN,SUNNY FB14 EX SALOON,1996,1
NISSAN,SUNNY FB14 SUPER SALOON,1995,1
NISSAN,SUPER SALOON,1991,1
NISSAN,SUPER SALOON,1999,1
NISSAN,SUNNY B14,1994,1
NISSAN,WHB11 CALIFORNIA WAGON,1984,1
NISSAN,VANETTE,2001,1
NISSAN,VB11 SUNNY,1985,1
NISSAN,VY10,1992,1
NISSAN,VY11,2004,1
NISSAN,VY11,2005,1
NISSAN,WFY11,2001,1
NISSAN,WFY11 WINGROAD,2001,1
NISSAN,WINGROAD,1996,1
NISSAN,TRAD SUNNY WHB12,1987,1
NISSAN,WINGROAD,2000,1
NISSAN,WINGROAD,2005,1
NISSAN,WINGROAD AD WAGON,1999,1
NISSAN,WINGROAD VFY11,2000,1
NISSAN,WINGROAD WFY-11,2001,1
NISSAN,WINGROAD WFY11,1999,1
NISSAN,WINGROAD WFY11,2002,1
NISSAN,TRAD SUNNY WHB12,1990,1
NISSAN,TRAD SUNNY WB12,1989,1
NISSAN,SUPER SALOON,2000,1
NISSAN,TIIDA LATIO,2006,1
NISSAN,SUUNY EX SALOON N17,2003,1
NISSAN,SYLPHY,2012,1
NISSAN,SYLPHY,2014,1
NISSAN,TB VY11,2001,1
NISSAN,TEANA,2010,1
NISSAN,TEANA,2013,1
NISSAN,TIIDA,2010,1
NISSAN,TIIDA LATIO,2008,1
NISSAN,TRAD SUNNY HB12 EX SALOON,1988,1
NISSAN,TRAD SUNNY,1990,1
NISSAN,TRAD SUNNY,1997,1
NISSAN,TRAD SUNNY B12,1989,1
NISSAN,TRAD SUNNY FB12,1990,1
NISSAN,TRAD SUNNY HB12,1986,1
NISSAN,TRAD SUNNY HB12,1987,1
NISSAN,TRAD SUNNY HB12,1999,1
NISSAN,SUNNY B14,1996,1
NISSAN,SUNNY B13,1991,1
NISSAN,WINGROAD Y10,1996,1
NISSAN,PN12,1985,1
NISSAN,N16N17 LUXURY EDITION,2003,1
NISSAN,N17 SUPER SALOON,2010,1
NISSAN,NOTE,2009,1
NISSAN,NOTE,2011,1
NISSAN,NOTE,2017,1
NISSAN,NOTE E-POWER,2017,1
NISSAN,P11 PRIMERA,1998,1
NISSAN,PRESEA,1994,1
NISSAN,N16 SYLPHY,2000,1
NISSAN,PRESEA,1995,1
NISSAN,PRESEA,1996,1
NISSAN,PRESEA,1997,1
NISSAN,PRESEA,1999,1
NISSAN,PRESEA,2002,1
NISSAN,PRESEA R11,1996,1
NISSAN,PRESEA R11,1997,1
NISSAN,N16 SYLPHY,2001,1
NISSAN,N16 SUPER SALOON,2004,1
NISSAN,PRESEA REFINA 2,2000,1
NISSAN,N16 EX SALOON,2006,1
NISSAN,N16,2004,1
NISSAN,N16,2006,1
NISSAN,N16,2007,1
NISSAN,N16,2008,1
NISSAN,N16,2011,1
NISSAN,N16 BLUEBIRD SYLPHY,2002,1
NISSAN,N16 EX SALOON,2003,1
NISSAN,N16 SUNNY,2001,1
NISSAN,N16 SUPER SALOON,2003,1
NISSAN,N16 SUNNY,2003,1
NISSAN,N16 SUNNY,2005,1
NISSAN,N16 SUNNY,2021,1
NISSAN,N16 SUNNY EX SALOON,2001,1
NISSAN,N16 SUNNY EX SALOON,2002,1
NISSAN,N16 SUPER SALOON,2001,1
NISSAN,N16 SUPER SALOON,2002,1
NISSAN,PRESEA R11,2001,1
NISSAN,PRIMERA,1997,1
NISSAN,SUNNY B11,1984,1
NISSAN,SUNNU B211,1976,1
NISSAN,QASHQAI,2019,1
NISSAN,QASHQAI TEKNA UK,2017,1
NISSAN,RZ 1,1987,1
NISSAN,RZ 1,1989,1
NISSAN,SB13,1991,1
NISSAN,SB13,1992,1
NISSAN,SB13,1993,1
NISSAN,SUNNY,1982,1
NISSAN,PULSAR FN15,1999,1
NISSAN,SUNNY,1988,1
NISSAN,SUNNY,1991,1
NISSAN,SUNNY,1995,1
NISSAN,SUNNY,1998,1
NISSAN,SUNNY,1999,1
NISSAN,SUNNY,2000,1
NISSAN,SUNNY,2003,1
NISSAN,PULSAR FN15,2000,1
NISSAN,PULSAR FN15,1997,1
NISSAN,PRIMERA,2000,1
NISSAN,PULSAR,1991,1
NISSAN,PRIMERA,2001,1
NISSAN,PRIMERA,2022,1
NISSAN,PRIMERA P11,1997,1
NISSAN,PRIMERA P11 CAMINO,1996,1
NISSAN,PRIMERA P11 EFI,1999,1
NISSAN,PULSAR,1982,1
NISSAN,PULSAR,1983,1
NISSAN,PULSAR,1993,1
NISSAN,PULSAR FN14,1996,1
NISSAN,PULSAR,1996,1
NISSAN,PULSAR CJ1,1997,1
NISSAN,PULSAR CJ1,1999,1
NISSAN,PULSAR CJ1,2001,1
NISSAN,PULSAR FB14,1997,1
